invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I182652,C385185,FEMALE,63,SHOES,3,1800.51,CREDIT CARD,2021-03-03,Emaar Square Mall,1963-02-05
I526683,C762387,FEMALE,53,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-10-07,Kanyon,1973-02-05
I206167,C867686,FEMALE,58,CLOTHING,4,1200.32,DEBIT CARD,2022-09-26,Kanyon,1968-02-05
I888966,C919940,FEMALE,31,COSMETICS,2,81.32,CASH,2022-10-29,Istinye Park,1995-02-05
I332149,C139174,FEMALE,40,COSMETICS,3,121.98,CREDIT CARD,2022-08-14,Cevahir AVM,1986-02-05
I624742,C169148,FEMALE,46,CLOTHING,4,1200.32,CREDIT CARD,2022-04-20,Viaport Outlet,1980-02-05
I114281,C295744,FEMALE,43,CLOTHING,3,900.24,CREDIT CARD,2021-02-02,Istinye Park,1983-02-05
I207950,C172238,FEMALE,23,COSMETICS,5,203.30,CREDIT CARD,2021-07-25,Kanyon,2003-02-05
I241016,C218750,FEMALE,22,SOUVENIR,3,35.19,CREDIT CARD,2023-02-07,Metrocity,2004-02-05
I243262,C112343,FEMALE,62,SHOES,3,1800.51,CREDIT CARD,2021-10-20,Kanyon,1964-02-05
I314209,C152139,FEMALE,28,FOOD & BEVERAGE,2,10.46,CASH,2022-10-03,Kanyon,1998-02-05
I210581,C275082,FEMALE,39,CLOTHING,1,300.08,CREDIT CARD,2021-09-02,Metrocity,1987-02-05
I136231,C212286,FEMALE,64,FOOD & BEVERAGE,5,26.15,CASH,2022-03-15,Istinye Park,1962-02-05
I197797,C230396,FEMALE,19,COSMETICS,2,81.32,CASH,2022-06-20,Emaar Square Mall,2007-02-05
I930775,C178120,FEMALE,50,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-10-13,Forum Istanbul,1976-02-05
I744509,C269544,FEMALE,55,COSMETICS,3,121.98,CREDIT CARD,2022-03-01,Viaport Outlet,1971-02-05
I162398,C188604,FEMALE,43,CLOTHING,3,900.24,CASH,2022-12-21,Kanyon,1983-02-05
I330315,C155624,FEMALE,68,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-07-29,Kanyon,1958-02-05
I322041,C134005,FEMALE,40,CLOTHING,5,1500.40,DEBIT CARD,2022-07-20,Emaar Square Mall,1986-02-05
I308627,C464945,FEMALE,69,BOOKS,4,60.60,CASH,2022-07-10,Cevahir AVM,1957-02-05
I219175,C328577,FEMALE,48,COSMETICS,4,162.64,CREDIT CARD,2022-03-08,Mall of Istanbul,1978-02-05
I285115,C197824,FEMALE,31,CLOTHING,3,900.24,CREDIT CARD,2021-06-26,Metrocity,1995-02-05
I643316,C250443,FEMALE,35,CLOTHING,2,600.16,CREDIT CARD,2022-03-29,Emaar Square Mall,1991-02-05
I192856,C883045,FEMALE,37,SHOES,4,2400.68,CASH,2021-08-21,Istinye Park,1989-02-05
I129189,C855774,FEMALE,38,CLOTHING,2,600.16,CREDIT CARD,2022-10-30,Metrocity,1988-02-05
I515486,C339995,FEMALE,30,SOUVENIR,1,11.73,CREDIT CARD,2023-03-04,Istinye Park,1996-02-05
I250786,C333987,FEMALE,20,SHOES,4,2400.68,CASH,2022-05-14,Mall of Istanbul,2006-02-05
I194320,C108235,FEMALE,64,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-04-07,Istinye Park,1962-02-05
I268044,C181160,FEMALE,47,FOOD & BEVERAGE,1,5.23,CASH,2022-06-04,Metropol AVM,1979-02-05
I273316,C288891,FEMALE,37,TOYS,4,143.36,DEBIT CARD,2022-09-03,Metrocity,1989-02-05
I995773,C311308,FEMALE,56,COSMETICS,2,81.32,CASH,2021-08-05,Mall of Istanbul,1970-02-05
I123407,C105445,FEMALE,25,CLOTHING,3,900.24,CASH,2021-04-05,Kanyon,2001-02-05
I277561,C530789,FEMALE,18,CLOTHING,1,300.08,CASH,2021-06-01,Metrocity,2008-02-05
I275836,C312889,FEMALE,52,CLOTHING,2,600.16,CASH,2022-02-21,Istinye Park,1974-02-05
I287456,C249622,FEMALE,53,SHOES,2,1200.34,CASH,2022-12-19,Metrocity,1973-02-05
I273050,C336687,FEMALE,64,COSMETICS,5,203.30,CREDIT CARD,2022-09-18,Kanyon,1962-02-05
I148074,C273562,FEMALE,41,CLOTHING,4,1200.32,CREDIT CARD,2023-02-24,Istinye Park,1985-02-05
I322227,C850753,FEMALE,43,COSMETICS,4,162.64,CASH,2021-02-23,Emaar Square Mall,1983-02-05
I273207,C747503,FEMALE,44,BOOKS,1,15.15,CASH,2022-02-15,Viaport Outlet,1982-02-05
I263390,C590919,FEMALE,35,BOOKS,2,30.30,CREDIT CARD,2021-05-07,Mall of Istanbul,1991-02-05
I115881,C798853,FEMALE,36,FOOD & BEVERAGE,1,5.23,CASH,2021-11-18,Metrocity,1990-02-05
I179434,C411795,FEMALE,58,BOOKS,3,45.45,CASH,2022-02-12,Metrocity,1968-02-05
I521445,C138992,FEMALE,37,CLOTHING,4,1200.32,CASH,2022-03-14,Forum Istanbul,1989-02-05
I546691,C105170,FEMALE,49,BOOKS,3,45.45,DEBIT CARD,2022-01-30,Kanyon,1977-02-05
I184750,C332761,FEMALE,36,SOUVENIR,3,35.19,CREDIT CARD,2022-11-30,Metrocity,1990-02-05
I139682,C106133,FEMALE,21,TOYS,3,107.52,CREDIT CARD,2022-04-14,Kanyon,2005-02-05
I277830,C125946,FEMALE,32,SHOES,3,1800.51,DEBIT CARD,2022-08-30,Metropol AVM,1994-02-05
I330686,C102136,FEMALE,60,CLOTHING,4,1200.32,DEBIT CARD,2022-11-02,Mall of Istanbul,1966-02-05
I318292,C107220,FEMALE,55,BOOKS,5,75.75,CREDIT CARD,2022-09-04,Mall of Istanbul,1971-02-05
I290672,C249507,FEMALE,33,COSMETICS,3,121.98,CASH,2022-06-14,Emaar Square Mall,1993-02-05
I172043,C209102,FEMALE,39,TOYS,4,143.36,CREDIT CARD,2021-08-05,Forum Istanbul,1987-02-05
I479247,C712263,FEMALE,28,CLOTHING,5,1500.40,DEBIT CARD,2022-12-01,Viaport Outlet,1998-02-05
I850294,C106868,FEMALE,19,CLOTHING,5,1500.40,CASH,2022-08-24,Emaar Square Mall,2007-02-05
I236787,C594692,FEMALE,62,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2023-02-22,Mall of Istanbul,1964-02-05
I125576,C842175,FEMALE,41,SHOES,4,2400.68,DEBIT CARD,2023-01-22,Istinye Park,1985-02-05
I311902,C242491,FEMALE,26,TOYS,3,107.52,CREDIT CARD,2022-04-04,Metrocity,2000-02-05
I243311,C132246,FEMALE,40,CLOTHING,3,900.24,CASH,2023-03-03,Forum Istanbul,1986-02-05
I143618,C944539,FEMALE,64,CLOTHING,4,1200.32,CREDIT CARD,2022-01-11,Mall of Istanbul,1962-02-05
I317349,C214412,FEMALE,37,SHOES,2,1200.34,CASH,2021-06-13,Metrocity,1989-02-05
I195635,C868601,FEMALE,57,COSMETICS,3,121.98,CASH,2022-06-06,Metrocity,1969-02-05
I175773,C337731,FEMALE,18,BOOKS,2,30.30,CASH,2021-06-23,Metrocity,2008-02-05
I105200,C185695,FEMALE,22,SHOES,1,600.17,DEBIT CARD,2022-12-04,Cevahir AVM,2004-02-05
I198081,C212250,FEMALE,31,COSMETICS,4,162.64,CREDIT CARD,2021-03-25,Mall of Istanbul,1995-02-05
I256652,C906018,FEMALE,44,CLOTHING,3,900.24,DEBIT CARD,2023-02-13,Metrocity,1982-02-05
I299869,C125749,FEMALE,38,COSMETICS,2,81.32,DEBIT CARD,2021-01-02,Mall of Istanbul,1988-02-05
I117117,C257447,FEMALE,35,COSMETICS,3,121.98,CASH,2023-03-02,Viaport Outlet,1991-02-05
I760220,C475539,FEMALE,43,BOOKS,1,15.15,CASH,2021-06-11,Metropol AVM,1983-02-05
I142574,C319033,FEMALE,49,CLOTHING,5,1500.40,CASH,2022-02-01,Emaar Square Mall,1977-02-05
I152888,C987995,FEMALE,53,FOOD & BEVERAGE,4,20.92,CASH,2021-07-05,Mall of Istanbul,1973-02-05
I233021,C255007,FEMALE,30,COSMETICS,1,40.66,DEBIT CARD,2022-10-25,Cevahir AVM,1996-02-05
I261172,C237656,FEMALE,28,SHOES,5,3000.85,CASH,2022-09-04,Emaar Square Mall,1998-02-05
I672240,C210123,FEMALE,36,COSMETICS,3,121.98,CASH,2022-11-18,Metrocity,1990-02-05
I136519,C220305,FEMALE,61,CLOTHING,3,900.24,DEBIT CARD,2022-05-30,Metropol AVM,1965-02-05
I157671,C808557,FEMALE,33,COSMETICS,3,121.98,CREDIT CARD,2023-02-01,Kanyon,1993-02-05
I298271,C942233,FEMALE,44,CLOTHING,2,600.16,CASH,2022-07-15,Metropol AVM,1982-02-05
I132621,C804799,FEMALE,36,COSMETICS,3,121.98,CREDIT CARD,2022-04-20,Zorlu Center,1990-02-05
I313728,C336317,FEMALE,55,SOUVENIR,4,46.92,CASH,2022-04-03,Mall of Istanbul,1971-02-05
I275967,C160350,FEMALE,57,FOOD & BEVERAGE,2,10.46,CASH,2021-11-02,Zorlu Center,1969-02-05
I392220,C183767,FEMALE,37,CLOTHING,2,600.16,DEBIT CARD,2021-02-27,Mall of Istanbul,1989-02-05
I140460,C559394,FEMALE,50,COSMETICS,5,203.30,DEBIT CARD,2022-08-08,Cevahir AVM,1976-02-05
I279695,C211848,FEMALE,18,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-02-18,Mall of Istanbul,2008-02-05
I279073,C248239,FEMALE,20,CLOTHING,1,300.08,DEBIT CARD,2021-04-11,Istinye Park,2006-02-05
I165753,C291480,FEMALE,44,TECHNOLOGY,1,1050.00,CREDIT CARD,2022-04-09,Kanyon,1982-02-05
I297571,C158524,FEMALE,37,SHOES,2,1200.34,CASH,2021-10-07,Kanyon,1989-02-05
I466399,C112106,FEMALE,55,CLOTHING,4,1200.32,CREDIT CARD,2021-07-29,Mall of Istanbul,1971-02-05
I153139,C583416,FEMALE,39,TOYS,1,35.84,DEBIT CARD,2022-09-20,Emaar Square Mall,1987-02-05
I207706,C237774,FEMALE,31,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-09-20,Metrocity,1995-02-05
I234363,C660806,FEMALE,31,CLOTHING,3,900.24,CREDIT CARD,2022-10-03,Istinye Park,1995-02-05
I119285,C466434,FEMALE,66,CLOTHING,2,600.16,CASH,2022-12-29,Cevahir AVM,1960-02-05
I161165,C145629,FEMALE,20,CLOTHING,3,900.24,CASH,2021-12-24,Kanyon,2006-02-05
I127628,C133434,FEMALE,57,CLOTHING,3,900.24,CREDIT CARD,2023-01-16,Metrocity,1969-02-05
I161336,C173735,FEMALE,53,CLOTHING,3,900.24,CASH,2022-05-19,Istinye Park,1973-02-05
I245920,C464197,FEMALE,48,CLOTHING,1,300.08,DEBIT CARD,2022-02-16,Kanyon,1978-02-05
I149659,C288924,FEMALE,64,TOYS,2,71.68,CASH,2022-10-13,Istinye Park,1962-02-05
I113728,C209716,FEMALE,48,CLOTHING,4,1200.32,DEBIT CARD,2023-02-19,Mall of Istanbul,1978-02-05
I537776,C213533,FEMALE,36,SHOES,5,3000.85,CASH,2021-07-09,Metrocity,1990-02-05
I752106,C959956,FEMALE,24,CLOTHING,3,900.24,CREDIT CARD,2022-03-02,Metrocity,2002-02-05
I179764,C581925,FEMALE,28,COSMETICS,5,203.30,CASH,2021-03-21,Viaport Outlet,1998-02-05
I336535,C128058,FEMALE,67,CLOTHING,1,300.08,CREDIT CARD,2021-10-28,Metropol AVM,1959-02-05
I209580,C246832,FEMALE,26,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2023-03-04,Kanyon,2000-02-05
I140851,C167568,FEMALE,25,COSMETICS,5,203.30,DEBIT CARD,2021-05-07,Istinye Park,2001-02-05
I332122,C270835,FEMALE,67,COSMETICS,2,81.32,CASH,2021-01-14,Metropol AVM,1959-02-05
I146487,C199997,FEMALE,31,TOYS,1,35.84,CREDIT CARD,2021-07-27,Cevahir AVM,1995-02-05
I265494,C106220,FEMALE,38,CLOTHING,3,900.24,CASH,2021-10-05,Mall of Istanbul,1988-02-05
I168139,C191014,FEMALE,37,CLOTHING,2,600.16,CREDIT CARD,2021-01-09,Metrocity,1989-02-05
I632760,C137091,FEMALE,28,TECHNOLOGY,4,4200.00,CREDIT CARD,2022-07-03,Cevahir AVM,1998-02-05
I704692,C172924,FEMALE,41,CLOTHING,3,900.24,CASH,2021-11-27,Mall of Istanbul,1985-02-05
I264722,C139726,FEMALE,31,CLOTHING,4,1200.32,CREDIT CARD,2021-12-06,Metrocity,1995-02-05
I262485,C138259,FEMALE,57,CLOTHING,2,600.16,CREDIT CARD,2021-03-09,Cevahir AVM,1969-02-05
I190889,C291933,FEMALE,21,COSMETICS,5,203.30,CREDIT CARD,2022-03-19,Kanyon,2005-02-05
I122666,C208213,FEMALE,54,CLOTHING,2,600.16,CREDIT CARD,2021-11-19,Cevahir AVM,1972-02-05
I127540,C185664,FEMALE,45,TOYS,3,107.52,CREDIT CARD,2021-04-10,Kanyon,1981-02-05
I281772,C921066,FEMALE,23,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-09-22,Mall of Istanbul,2003-02-05
I321716,C125698,FEMALE,59,COSMETICS,2,81.32,CREDIT CARD,2021-05-12,Metropol AVM,1967-02-05
I371873,C971436,FEMALE,67,CLOTHING,3,900.24,CREDIT CARD,2023-01-12,Metrocity,1959-02-05
I193690,C488844,FEMALE,35,CLOTHING,5,1500.40,CASH,2022-02-16,Zorlu Center,1991-02-05
I510579,C765858,FEMALE,44,CLOTHING,2,600.16,CASH,2021-01-13,Istinye Park,1982-02-05
I886211,C811696,FEMALE,20,CLOTHING,2,600.16,CASH,2021-09-16,Mall of Istanbul,2006-02-05
I205175,C169976,FEMALE,63,CLOTHING,3,900.24,CASH,2023-01-31,Metropol AVM,1963-02-05
I228566,C249268,FEMALE,61,SHOES,4,2400.68,DEBIT CARD,2022-01-30,Istinye Park,1965-02-05
I183991,C211661,FEMALE,25,CLOTHING,5,1500.40,CREDIT CARD,2022-11-07,Cevahir AVM,2001-02-05
I225087,C332869,FEMALE,58,TECHNOLOGY,2,2100.00,CREDIT CARD,2022-03-17,Mall of Istanbul,1968-02-05
I176870,C755927,FEMALE,48,CLOTHING,4,1200.32,CREDIT CARD,2022-10-18,Mall of Istanbul,1978-02-05
I107355,C273650,FEMALE,34,SOUVENIR,2,23.46,CASH,2021-04-14,Kanyon,1992-02-05
I275139,C190115,FEMALE,57,CLOTHING,1,300.08,CASH,2022-11-22,Kanyon,1969-02-05
I337027,C506205,FEMALE,28,TOYS,1,35.84,CREDIT CARD,2021-08-14,Metrocity,1998-02-05
I576277,C124659,FEMALE,39,CLOTHING,2,600.16,DEBIT CARD,2022-01-09,Metrocity,1987-02-05
I291830,C706378,FEMALE,48,COSMETICS,1,40.66,CASH,2021-03-27,Mall of Istanbul,1978-02-05
I320127,C155767,FEMALE,21,CLOTHING,2,600.16,CASH,2022-08-15,Kanyon,2005-02-05
I288385,C192374,FEMALE,24,CLOTHING,2,600.16,CREDIT CARD,2021-12-30,Metrocity,2002-02-05
I301432,C181581,FEMALE,28,CLOTHING,1,300.08,CASH,2021-12-28,Metropol AVM,1998-02-05
I184483,C207143,FEMALE,63,COSMETICS,5,203.30,CREDIT CARD,2023-02-28,Kanyon,1963-02-05
I526852,C183280,FEMALE,64,COSMETICS,2,81.32,CREDIT CARD,2022-10-27,Kanyon,1962-02-05
I302629,C146184,FEMALE,29,COSMETICS,4,162.64,CREDIT CARD,2021-03-31,Istinye Park,1997-02-05
I199912,C336374,FEMALE,43,FOOD & BEVERAGE,4,20.92,CASH,2023-01-26,Kanyon,1983-02-05
I208277,C884616,FEMALE,39,CLOTHING,4,1200.32,CREDIT CARD,2022-02-21,Kanyon,1987-02-05
I496998,C314158,FEMALE,18,TOYS,4,143.36,CASH,2021-07-03,Forum Istanbul,2008-02-05
I315382,C145332,FEMALE,39,CLOTHING,4,1200.32,CREDIT CARD,2021-10-15,Istinye Park,1987-02-05
I132071,C231648,FEMALE,32,TECHNOLOGY,5,5250.00,CREDIT CARD,2022-10-27,Metrocity,1994-02-05
I104737,C681572,FEMALE,62,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-01-15,Zorlu Center,1964-02-05
I461020,C169821,FEMALE,56,FOOD & BEVERAGE,5,26.15,CASH,2022-01-22,Metrocity,1970-02-05
I101435,C245633,FEMALE,29,TOYS,2,71.68,CREDIT CARD,2022-08-04,Metropol AVM,1997-02-05
I233245,C955349,FEMALE,18,CLOTHING,2,600.16,CASH,2022-07-29,Forum Istanbul,2008-02-05
I277625,C265469,FEMALE,56,COSMETICS,3,121.98,CREDIT CARD,2022-05-26,Metropol AVM,1970-02-05
I156434,C217425,FEMALE,57,FOOD & BEVERAGE,5,26.15,CASH,2022-06-21,Mall of Istanbul,1969-02-05
I314129,C137724,FEMALE,40,CLOTHING,2,600.16,CASH,2022-03-25,Metropol AVM,1986-02-05
I125013,C249404,FEMALE,55,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2021-10-04,Mall of Istanbul,1971-02-05
I131352,C125226,FEMALE,60,CLOTHING,2,600.16,DEBIT CARD,2021-11-09,Mall of Istanbul,1966-02-05
I111544,C275757,FEMALE,64,CLOTHING,5,1500.40,CASH,2021-06-17,Istinye Park,1962-02-05
I234674,C434049,FEMALE,23,COSMETICS,2,81.32,CREDIT CARD,2021-12-07,Metrocity,2003-02-05
I198035,C240267,FEMALE,31,COSMETICS,3,121.98,CREDIT CARD,2022-07-31,Kanyon,1995-02-05
I577429,C243378,FEMALE,28,CLOTHING,5,1500.40,CASH,2021-03-15,Metropol AVM,1998-02-05
I245683,C187323,FEMALE,53,BOOKS,3,45.45,CREDIT CARD,2021-12-09,Kanyon,1973-02-05
I308318,C368068,FEMALE,58,TOYS,1,35.84,CASH,2022-11-23,Viaport Outlet,1968-02-05
I282229,C214216,FEMALE,54,COSMETICS,5,203.30,CREDIT CARD,2021-07-03,Kanyon,1972-02-05
I136452,C322652,FEMALE,35,FOOD & BEVERAGE,5,26.15,CASH,2021-11-01,Metrocity,1991-02-05
I392829,C278542,FEMALE,18,CLOTHING,4,1200.32,CREDIT CARD,2022-03-02,Metropol AVM,2008-02-05
I423941,C109532,FEMALE,31,CLOTHING,3,900.24,CREDIT CARD,2021-04-21,Forum Istanbul,1995-02-05
I710533,C231207,FEMALE,38,CLOTHING,4,1200.32,CASH,2022-11-02,Metrocity,1988-02-05
I230034,C597073,FEMALE,46,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2022-04-24,Zorlu Center,1980-02-05
I252056,C932441,FEMALE,19,CLOTHING,4,1200.32,CREDIT CARD,2023-02-26,Metrocity,2007-02-05
I237236,C285966,FEMALE,38,TOYS,5,179.20,DEBIT CARD,2022-05-24,Metropol AVM,1988-02-05
I297050,C145770,FEMALE,38,COSMETICS,4,162.64,CASH,2022-11-07,Mall of Istanbul,1988-02-05
I181277,C956092,FEMALE,40,CLOTHING,5,1500.40,CREDIT CARD,2022-10-22,Forum Istanbul,1986-02-05
I824854,C947301,FEMALE,64,TOYS,2,71.68,CREDIT CARD,2022-06-14,Metrocity,1962-02-05
I119612,C122705,FEMALE,35,TOYS,4,143.36,CASH,2022-08-29,Kanyon,1991-02-05
I118535,C104818,FEMALE,60,CLOTHING,5,1500.40,CASH,2021-07-01,Kanyon,1966-02-05
I267167,C257142,FEMALE,57,CLOTHING,1,300.08,CREDIT CARD,2021-11-22,Metrocity,1969-02-05
I330018,C169208,FEMALE,45,SHOES,5,3000.85,DEBIT CARD,2022-10-28,Kanyon,1981-02-05
I133633,C163932,FEMALE,20,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-01-18,Metrocity,2006-02-05
I301225,C235090,FEMALE,59,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2023-01-02,Metropol AVM,1967-02-05
I845199,C173758,FEMALE,60,SHOES,4,2400.68,CASH,2022-03-18,Metrocity,1966-02-05
I227538,C768203,FEMALE,24,TOYS,1,35.84,DEBIT CARD,2022-11-28,Mall of Istanbul,2002-02-05
I103577,C873633,FEMALE,37,TOYS,5,179.20,CREDIT CARD,2021-03-24,Kanyon,1989-02-05
I160380,C157782,FEMALE,60,BOOKS,3,45.45,CREDIT CARD,2023-01-02,Mall of Istanbul,1966-02-05
I221594,C312352,FEMALE,45,CLOTHING,1,300.08,CASH,2021-01-10,Metrocity,1981-02-05
I620914,C188793,FEMALE,32,FOOD & BEVERAGE,3,15.69,CASH,2022-06-28,Istinye Park,1994-02-05
I253181,C174884,FEMALE,41,TOYS,2,71.68,CREDIT CARD,2022-04-27,Metrocity,1985-02-05
I174699,C148046,FEMALE,30,CLOTHING,1,300.08,CASH,2021-08-04,Forum Istanbul,1996-02-05
I287377,C843236,FEMALE,27,CLOTHING,5,1500.40,CASH,2021-02-07,Kanyon,1999-02-05
I159395,C196895,FEMALE,50,COSMETICS,5,203.30,CREDIT CARD,2022-09-09,Kanyon,1976-02-05
I295205,C338913,FEMALE,58,SHOES,1,600.17,CASH,2021-09-04,Metrocity,1968-02-05
I311067,C882231,FEMALE,23,CLOTHING,4,1200.32,CASH,2022-07-03,Mall of Istanbul,2003-02-05
I114437,C281070,FEMALE,49,BOOKS,3,45.45,CASH,2021-01-08,Viaport Outlet,1977-02-05
I254710,C288409,FEMALE,61,CLOTHING,1,300.08,CASH,2022-10-02,Kanyon,1965-02-05
I112176,C649482,FEMALE,47,CLOTHING,5,1500.40,CASH,2022-05-14,Kanyon,1979-02-05
I905691,C281036,FEMALE,31,CLOTHING,5,1500.40,CREDIT CARD,2022-10-23,Mall of Istanbul,1995-02-05
I679206,C321505,FEMALE,29,CLOTHING,2,600.16,DEBIT CARD,2022-03-09,Viaport Outlet,1997-02-05
I302688,C489191,FEMALE,56,CLOTHING,3,900.24,CASH,2021-04-06,Cevahir AVM,1970-02-05
I245611,C189810,FEMALE,55,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-03-24,Metropol AVM,1971-02-05
I322152,C710070,FEMALE,24,BOOKS,2,30.30,DEBIT CARD,2023-02-08,Metrocity,2002-02-05
I273261,C275182,FEMALE,33,SOUVENIR,4,46.92,CREDIT CARD,2023-02-17,Viaport Outlet,1993-02-05
I335300,C124676,FEMALE,42,TECHNOLOGY,2,2100.00,CASH,2022-03-29,Istinye Park,1984-02-05
I265160,C308736,FEMALE,39,TECHNOLOGY,3,3150.00,CREDIT CARD,2022-05-01,Metropol AVM,1987-02-05
I430899,C259237,FEMALE,48,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2023-02-21,Mall of Istanbul,1978-02-05
I140188,C726352,FEMALE,41,COSMETICS,4,162.64,CASH,2021-08-30,Metropol AVM,1985-02-05
I132394,C194257,FEMALE,33,CLOTHING,4,1200.32,DEBIT CARD,2021-11-21,Zorlu Center,1993-02-05
I328070,C323014,FEMALE,23,TECHNOLOGY,2,2100.00,DEBIT CARD,2022-10-04,Mall of Istanbul,2003-02-05
I289228,C204134,FEMALE,44,SHOES,3,1800.51,CASH,2021-12-23,Metropol AVM,1982-02-05
I287024,C684000,FEMALE,50,CLOTHING,4,1200.32,CASH,2022-08-24,Mall of Istanbul,1976-02-05
I157236,C120231,FEMALE,32,TOYS,5,179.20,DEBIT CARD,2022-10-20,Emaar Square Mall,1994-02-05
I224648,C334127,FEMALE,65,CLOTHING,5,1500.40,CREDIT CARD,2021-09-20,Forum Istanbul,1961-02-05
I206755,C883479,FEMALE,30,COSMETICS,1,40.66,CREDIT CARD,2022-01-18,Metrocity,1996-02-05
I191997,C146332,FEMALE,63,COSMETICS,1,40.66,CREDIT CARD,2022-04-06,Cevahir AVM,1963-02-05
I306777,C207441,FEMALE,40,CLOTHING,3,900.24,CASH,2021-12-24,Kanyon,1986-02-05
I184036,C482218,FEMALE,64,SOUVENIR,3,35.19,CASH,2021-08-02,Kanyon,1962-02-05
I248912,C194621,FEMALE,55,BOOKS,4,60.60,CASH,2021-07-05,Metrocity,1971-02-05
I186487,C256199,FEMALE,64,SHOES,3,1800.51,CASH,2021-02-12,Mall of Istanbul,1962-02-05
I339515,C110969,FEMALE,49,COSMETICS,1,40.66,CREDIT CARD,2023-02-12,Metrocity,1977-02-05
I223440,C310517,FEMALE,26,CLOTHING,4,1200.32,DEBIT CARD,2022-12-03,Cevahir AVM,2000-02-05
I779382,C511872,FEMALE,46,CLOTHING,4,1200.32,CASH,2022-10-02,Metropol AVM,1980-02-05
I176961,C191647,FEMALE,45,SHOES,5,3000.85,CASH,2021-09-02,Viaport Outlet,1981-02-05
I217565,C127433,FEMALE,60,BOOKS,5,75.75,CREDIT CARD,2021-09-24,Metrocity,1966-02-05
I290579,C117180,FEMALE,51,COSMETICS,2,81.32,CREDIT CARD,2021-03-25,Istinye Park,1975-02-05
I154674,C998568,FEMALE,53,SHOES,2,1200.34,CREDIT CARD,2022-12-23,Mall of Istanbul,1973-02-05
I188932,C274692,FEMALE,22,FOOD & BEVERAGE,2,10.46,CASH,2022-02-16,Mall of Istanbul,2004-02-05
I328263,C332889,FEMALE,69,FOOD & BEVERAGE,1,5.23,CASH,2021-02-04,Kanyon,1957-02-05
I277753,C186089,FEMALE,40,COSMETICS,1,40.66,DEBIT CARD,2022-02-11,Mall of Istanbul,1986-02-05
I161715,C192392,FEMALE,61,CLOTHING,3,900.24,CREDIT CARD,2021-06-26,Kanyon,1965-02-05
I815551,C120973,FEMALE,58,SHOES,1,600.17,CASH,2021-09-24,Mall of Istanbul,1968-02-05
I758084,C196780,FEMALE,63,COSMETICS,2,81.32,CASH,2022-06-05,Kanyon,1963-02-05
I222934,C527285,FEMALE,30,SOUVENIR,1,11.73,DEBIT CARD,2023-01-18,Mall of Istanbul,1996-02-05
I121332,C189478,FEMALE,58,COSMETICS,2,81.32,DEBIT CARD,2022-08-11,Kanyon,1968-02-05
I319684,C232529,FEMALE,28,COSMETICS,4,162.64,CASH,2022-08-26,Cevahir AVM,1998-02-05
I667573,C280415,FEMALE,50,CLOTHING,3,900.24,CREDIT CARD,2022-07-03,Mall of Istanbul,1976-02-05
I380423,C112071,FEMALE,62,CLOTHING,5,1500.40,CREDIT CARD,2022-11-09,Viaport Outlet,1964-02-05
I184484,C191406,FEMALE,34,CLOTHING,1,300.08,CREDIT CARD,2022-06-19,Mall of Istanbul,1992-02-05
I788577,C518369,FEMALE,31,COSMETICS,3,121.98,DEBIT CARD,2022-03-19,Kanyon,1995-02-05
I134721,C310583,FEMALE,62,COSMETICS,5,203.30,CREDIT CARD,2021-01-11,Kanyon,1964-02-05
I621864,C232056,FEMALE,47,SOUVENIR,2,23.46,CASH,2021-11-13,Metropol AVM,1979-02-05
I754738,C300657,FEMALE,55,CLOTHING,5,1500.40,CASH,2021-12-23,Metrocity,1971-02-05
I274832,C252630,FEMALE,63,FOOD & BEVERAGE,2,10.46,CASH,2022-01-27,Viaport Outlet,1963-02-05
I129139,C443439,FEMALE,52,CLOTHING,4,1200.32,CASH,2021-02-26,Viaport Outlet,1974-02-05
I121497,C281177,FEMALE,47,TOYS,4,143.36,CREDIT CARD,2022-04-18,Forum Istanbul,1979-02-05
I293537,C258467,FEMALE,52,TOYS,2,71.68,CASH,2022-12-18,Zorlu Center,1974-02-05
I162813,C320636,FEMALE,49,CLOTHING,4,1200.32,CREDIT CARD,2021-07-27,Kanyon,1977-02-05
I112669,C107096,FEMALE,60,SOUVENIR,1,11.73,CASH,2021-12-27,Metropol AVM,1966-02-05
I288189,C134576,FEMALE,18,CLOTHING,1,300.08,CREDIT CARD,2022-10-26,Viaport Outlet,2008-02-05
